Date,Affected Accounts,Description,Debit,Credit,Debit,Credit,Debit,Credit
2025-03-24,KR60002-Food Expenses,emart24,"36,540",,,,,
2025-03-24,KR10403-Friends Receivable,emart24,"36,540",,,,,
2025-03-24,Total,Total,"73,080","73,080",0.00,0.00,0.00,0.00
2025-03-24,KR70006-Other Income,Cashback,,500,,,,
2025-03-24,KR10101-Toss Checking Account,Cashback,500,,,,,
2025-03-24,Total,Total,500,500,0.00,0.00,0.00,0.00
2025-03-24,KR60005-Personal Expenses,Boardgame Cafe (Refund),,"6,100",,,,
2025-03-24,KR10102-Hana Checking Account,Boardgame Cafe (Refund),"6,100",,,,,
2025-03-24,Total,Total,"6,100","6,100",0.00,0.00,0.00,0.00
2025-03-24,KR10101-Toss Checking Account,떡볶이 + 튀김,,"7,000",,,,
2025-03-24,KR60002-Food Expenses,떡볶이 + 튀김,"3,500",,,,,
2025-03-24,KR60005-Personal Expenses,떡볶이 + 튀김,"3,500",,,,,
2025-03-24,Total,Total,"7,000","7,000",0.00,0.00,0.00,0.00
2025-03-25,KR10214-Toss Preparation Fund Account,이자,4,,,,,
2025-03-25,KR70006-Other Income,이자,,4,,,,
2025-03-25,Total,Total,4,4,0.00,0.00,0.00,0.00
2025-03-25,KR10213-Toss Emergency Fund Account,이자,163,,,,,
2025-03-25,KR70006-Other Income,이자,,163,,,,
2025-03-25,Total,Total,163,163,0.00,0.00,0.00,0.00
2025-03-25,MY11101-Maybank Checking Account,Babah,,,"2,000.00",,,
2025-03-25,MY71003-Allowance Income,Babah,,,,"2,000.00",,
2025-03-25,Total,Total,0,0,"2,000.00","2,000.00",0.00,0.00
2025-03-25,MY11101-Maybank Checking Account,Wise 2 1MYR@330.886 KRW,,,,"2,041.51",,
2025-03-25,MY61005-Personal Expenses,Wise 2 1MYR@330.886 KRW,,,"2,017.49",,,
2025-03-25,MY61006-Exchange Expenses,Wise 2 1MYR@330.886 KRW,,,24.02,,,
2025-03-25,KR10101-Toss Checking Account,Wise 2 1MYR@330.886 KRW,"667,559",,,,,
2025-03-25,KR70005-Allowance Income,Wise 2 1MYR@330.886 KRW,,"667,559",,,,
2025-03-25,Total,Total,"667,559","667,559","2,041.51","2,041.51",0.00,0.00
2025-03-25,KR10101-Toss Checking Account,Transfer to Shinhan,,"5,726",,,,
2025-03-25,KR10103-Shinhan Checking Account,Transfer to Shinhan,"5,726",,,,,
2025-03-25,Total,Total,"5,726","5,726",0.00,0.00,0.00,0.00
2025-03-25,KR10101-Toss Checking Account,떡볶이 + 튀김 和王君熙，李问涛，王其昌,,"54,000",,,,
2025-03-25,KR10000-Cash,Partial refund,"3,500",,,,,
2025-03-25,KR10403-Friends Receivable,Partial refund,"37,875",,,,,
2025-03-25,KR60002-Food Expenses,Partial refund,"12,625",,,,,
2025-03-25,Total,Total,"54,000","54,000",0.00,0.00,0.00,0.00
2025-03-25,KR10403-Friends Receivable,떡볶이 + 튀김 和王君熙，李问涛，王其昌,,"25,250",,,,
2025-03-25,KR10102-Hana Checking Account,떡볶이 + 튀김 和王君熙，李问涛，王其昌,"25,250",,,,,
2025-03-25,Total,Total,"25,250","25,250",0.00,0.00,0.00,0.00
2025-03-25,KR10403-Friends Receivable,떡볶이 + 튀김 和王君熙，李问涛，王其昌,,"12,625",,,,
2025-03-25,KR10102-Hana Checking Account,떡볶이 + 튀김 和王君熙，李问涛，王其昌,"12,600",,,,,
2025-03-25,KR60005-Personal Expenses,떡볶이 + 튀김 和王君熙，李问涛，王其昌,25,,,,,
2025-03-25,Total,Total,"12,625","12,625",0.00,0.00,0.00,0.00
2025-03-25,KR10102-Hana Checking Account,Transfer to Shinhan,,"6,965",,,,
2025-03-25,KR10103-Shinhan Checking Account,Transfer to Shinhan,"6,965",,,,,
2025-03-25,Total,Total,"6,965","6,965",0.00,0.00,0.00,0.00
2025-03-25,KR10102-Hana Checking Account,LIUZECHENG PALS,,"35,000",,,,
2025-03-25,KR30201-Friends Debt,LIUZECHENG PALS,"35,000",,,,,
2025-03-25,Total,Total,"35,000","35,000",0.00,0.00,0.00,0.00
2025-03-25,KR10103-Shinhan Checking Account,1월 Savings,,"10,000",,,,
2025-03-25,KR10201-Savings January,1월 Savings,"10,000",,,,,
2025-03-25,Total,Total,"10,000","10,000",0.00,0.00,0.00,0.00
2025-03-25,KR10103-Shinhan Checking Account,2월 Savings,,"10,000",,,,
2025-03-25,KR10202-Savings February,2월 Savings,"10,000",,,,,
2025-03-25,Total,Total,"10,000","10,000",0.00,0.00,0.00,0.00
2025-03-25,KR10101-Toss Checking Account,emart24,,"61,490",,,,
2025-03-25,KR60002-Food Expenses,emart24,"30,745",,,,,
2025-03-25,KR10403-Friends Receivable,emart24,"30,745",,,,,
2025-03-25,Total,Total,"61,490","61,490",0.00,0.00,0.00,0.00
2025-03-25,KR70006-Other Income,Cashback,,500,,,,
2025-03-25,KR10101-Toss Checking Account,Cashback,500,,,,,
2025-03-25,Total,Total,500,500,0.00,0.00,0.00,0.00
2025-03-25,KR10213-Toss Emergency Fund Account,Transfer to Toss,,"590,565",,,,
2025-03-25,KR10101-Toss Checking Account,Transfer to Toss,"590,565",,,,,
2025-03-25,Total,Total,"590,565","590,565",0.00,0.00,0.00,0.00
2025-03-25,KR10101-Toss Checking Account,Rent,,"1,159,130",,,,
2025-03-25,KR10403-Friends Receivable,Rent,"579,565",,,,,
2025-03-25,KR60001-Home Expenses,Rent,"579,565",,,,,
2025-03-25,Total,Total,"1,159,130","1,159,130",0.00,0.00,0.00,0.00
2025-03-25,KR10213-Toss Emergency Fund Account,Transfer to Toss,,"22,340",,,,
2025-03-25,KR10101-Toss Checking Account,Transfer to Toss,"22,340",,,,,
2025-03-25,Total,Total,"22,340","22,340",0.00,0.00,0.00,0.00
2025-03-25,KR10101-Toss Checking Account,钱嘉男保险费,,"22,340",,,,
2025-03-25,KR10403-Friends Receivable,钱嘉男保险费,"22,340",,,,,
2025-03-25,Total,Total,"22,340","22,340",0.00,0.00,0.00,0.00
2025-03-25,KR10403-Friends Receivable,emart24 + insurance pay back(钱嘉男),,"53,085",,,,
2025-03-25,KR30201-Friends Debt,emart24 + insurance pay back(钱嘉男),,"46,915",,,,
2025-03-25,KR10000-Cash,emart24 + insurance pay back(钱嘉男),"100,000",,,,,
2025-03-25,Total,Total,"100,000","100,000",0.00,0.00,0.00,0.00
2025-03-25,KR30201-Friends Debt,Charity PALS,,"35,000",,,,
2025-03-25,KR10000-Cash,Charity PALS,"35,000",,,,,
2025-03-25,Total,Total,"35,000","35,000",0.00,0.00,0.00,0.00
2025-03-25,KR30201-Friends Debt,Natalie PALS,,"35,000",,,,
2025-03-25,KR10000-Cash,Natalie PALS,"35,000",,,,,
2025-03-25,Total,Total,"35,000","35,000",0.00,0.00,0.00,0.00
2025-03-26,KR10214-Toss Preparation Fund Account,이자,4,,,,,
2025-03-26,KR70006-Other Income,이자,,4,,,,
2025-03-26,Total,Total,4,4,0.00,0.00,0.00,0.00
2025-03-26,KR10213-Toss Emergency Fund Account,이자,132,,,,,
2025-03-26,KR70006-Other Income,이자,,132,,,,
2025-03-26,Total,Total,132,132,0.00,0.00,0.00,0.00
2025-03-26,KR10101-Toss Checking Account,Rent + emart24 pay back (钱嘉男),"616,540",,,,,
2025-03-26,KR10403-Friends Receivable,Rent + emart24 pay back (钱嘉男),,"616,105",,,,
2025-03-26,KR70006-Other Income,Rent + emart24 pay back (钱嘉男),,435,,,,
2025-03-26,Total,Total,"616,540","616,540",0.00,0.00,0.00,0.00
2025-03-26,KR10101-Toss Checking Account,Recharge,,"612,905",,,,
2025-03-26,KR10213-Toss Emergency Fund Account,Recharge,"612,905",,,,,
2025-03-26,Total,Total,"612,905","612,905",0.00,0.00,0.00,0.00
2025-03-26,KR10101-Toss Checking Account,Recharge,,"1,470",,,,
2025-03-26,KR10213-Toss Emergency Fund Account,Recharge,"1,470",,,,,
2025-03-26,Total,Total,"1,470","1,470",0.00,0.00,0.00,0.00
2025-03-26,KR10101-Toss Checking Account,Printing PALS,,"1,150",,,,
2025-03-26,KR60005-Personal Expenses,Printing PALS,"1,150",,,,,
2025-03-26,Total,Total,"1,150","1,150",0.00,0.00,0.00,0.00
2025-03-26,KR10101-Toss Checking Account,Printing PALS,,"1,000",,,,
2025-03-26,KR60005-Personal Expenses,Printing PALS,"1,000",,,,,
2025-03-26,Total,Total,"1,000","1,000",0.00,0.00,0.00,0.00
2025-03-26,KR30201-Friends Debt,교통(PALS Picnic),,"3,000",,,,
2025-03-26,KR60004-Transportation Expenses,교통(PALS Picnic),"3,000",,,,,
2025-03-26,Total,Total,"3,000","3,000",0.00,0.00,0.00,0.00
2025-03-27,KR10214-Toss Preparation Fund Account,이자,4,,,,,
2025-03-27,KR70006-Other Income,이자,,4,,,,
2025-03-27,Total,Total,4,4,0.00,0.00,0.00,0.00
2025-03-27,KR10213-Toss Emergency Fund Account,이자,163,,,,,
2025-03-27,KR70006-Other Income,이자,,163,,,,
2025-03-27,Total,Total,163,163,0.00,0.00,0.00,0.00
2025-03-27,KR10000-Cash,부탄츄,,"13,000",,,,
2025-03-27,KR60002-Food Expenses,부탄츄,"13,000",,,,,
2025-03-27,Total,Total,"13,000","13,000",0.00,0.00,0.00,0.00
2025-03-27,KR10101-Toss Checking Account,Sogang TA Salary,"303,000",,,,,
2025-03-27,KR70006-Other Income,Sogang TA Salary,,"303,000",,,,
2025-03-27,Total,Total,"303,000","303,000",0.00,0.00,0.00,0.00
2025-03-27,KR10101-Toss Checking Account,Charity PALS,,"35,000",,,,
2025-03-27,KR30201-Friends Debt,Charity PALS,"35,000",,,,,
2025-03-27,Total,Total,"35,000","35,000",0.00,0.00,0.00,0.00
2025-03-27,KR10101-Toss Checking Account,Natalie PALS,,"35,000",,,,
2025-03-27,KR30201-Friends Debt,Natalie PALS,"35,000",,,,,
2025-03-27,Total,Total,"35,000","35,000",0.00,0.00,0.00,0.00
2025-03-27,KR10101-Toss Checking Account,钱嘉男,,"46,915",,,,
2025-03-27,KR30201-Friends Debt,钱嘉男,"46,915",,,,,
2025-03-27,Total,Total,"46,915","46,915",0.00,0.00,0.00,0.00
2025-03-27,KR10000-Cash,Transfer to Toss,,"210,000",,,,
2025-03-27,KR10101-Toss Checking Account,Transfer to Toss,"210,000",,,,,
2025-03-27,Total,Total,"210,000","210,000",0.00,0.00,0.00,0.00
2025-03-27,KR10101-Toss Checking Account,Han Gang Picnic 정산,,"15,866",,,,
2025-03-27,KR60002-Food Expenses,Han Gang Picnic 정산,"15,866",,,,,
2025-03-27,Total,Total,"15,866","15,866",0.00,0.00,0.00,0.00
2025-03-27,KR10101-Toss Checking Account,채크카드 복권 당첨,9,,,,,
2025-03-27,KR70006-Other Income,채크카드 복권 당첨,,9,,,,
2025-03-27,Total,Total,9,9,0.00,0.00,0.00,0.00
2025-03-27,KR10101-Toss Checking Account,채크카드 복권 당첨,2,,,,,
2025-03-27,KR70006-Other Income,채크카드 복권 당첨,,2,,,,
2025-03-27,Total,Total,2,2,0.00,0.00,0.00,0.00
2025-03-27,KR10101-Toss Checking Account,한우 王学勤,,"77,000",,,,
2025-03-27,KR10403-Friends Receivable,한우 王学勤,"77,000",,,,,
2025-03-27,Total,Total,"77,000","77,000",0.00,0.00,0.00,0.00
2025-03-27,KR10101-Toss Checking Account,Water,,"12,700",,,,
2025-03-27,KR60002-Food Expenses,Water,"12,700",,,,,
2025-03-27,Total,Total,"12,700","12,700",0.00,0.00,0.00,0.00
2025-03-27,KR10101-Toss Checking Account,채크카드 복권 당첨,2,,,,,
2025-03-27,KR70006-Other Income,채크카드 복권 당첨,,2,,,,
2025-03-27,Total,Total,2,2,0.00,0.00,0.00,0.00
2025-03-27,KR10101-Toss Checking Account,채크카드 복권 당첨,11,,,,,
2025-03-27,KR70006-Other Income,채크카드 복권 당첨,,11,,,,
2025-03-27,Total,Total,11,11,0.00,0.00,0.00,0.00
2025-03-27,KR10403-Friends Receivable,한우 王学勤,,"77,000",,,,
2025-03-27,KR10102-Hana Checking Account,한우 王学勤,"77,000",,,,,
2025-03-27,Total,Total,"77,000","77,000",0.00,0.00,0.00,0.00
2025-03-27,KR30201-Friends Debt,교통(한우 王学勤),,"1,600",,,,
2025-03-27,KR60004-Transportation Expenses,교통(한우 王学勤),"1,600",,,,,
2025-03-27,Total,Total,,,,,,
2025-03-28,KR10214-Toss Preparation Fund Account,이자,4,,,,,
2025-03-28,KR70006-Other Income,이자,,4,,,,
2025-03-28,Total,Total,4,4,0.00,0.00,0.00,0.00
2025-03-28,KR10213-Toss Emergency Fund Account,이자,163,,,,,
2025-03-28,KR70006-Other Income,이자,,163,,,,
2025-03-28,Total,Total,163,163,0.00,0.00,0.00,0.00
2025-03-28,KR10102-Hana Checking Account,Transfer to Shinhan Invest (Wrong Transfer),,"65,270",,,,
2025-03-28,KR10104-Shinhan Investment Account,Transfer to Shinhan Invest (Wrong Transfer),"65,270",,,,,
2025-03-28,Total,Total,"65,270","65,270",0.00,0.00,0.00,0.00
2025-03-28,KR10104-Shinhan Investment Account,Transfer to Shinhan (buying Funds),,"65,270",,,,
2025-03-28,KR10103-Shinhan Checking Account,Transfer to Shinhan (buying Funds),"65,270",,,,,
2025-03-28,Total,Total,"65,270","65,270",0.00,0.00,0.00,0.00
2025-03-28,KR10103-Shinhan Checking Account,US S&P 500 Index Fund,,"65,270",,,,
2025-03-28,KR10404-Pending Investments,US S&P 500 Index Fund,"65,270",,,,,
2025-03-28,Total,Total,"65,270","65,270",0.00,0.00,0.00,0.00
2025-03-28,KR10102-Hana Checking Account,Transfer to Toss,,"13,715",,,,
2025-03-28,KR10101-Toss Checking Account,Transfer to Toss,"13,715",,,,,
2025-03-28,Total,Total,"13,715","13,715",0.00,0.00,0.00,0.00
2025-03-28,KR10101-Toss Checking Account,Recharge,,"75,300",,,,
2025-03-28,KR10214-Toss Preparation Fund Account,Recharge,"75,300",,,,,
2025-03-28,Total,Total,"75,300","75,300",0.00,0.00,0.00,0.00
2025-03-28,KR10101-Toss Checking Account,Transfer to Shinhan,,"112,235",,,,
2025-03-28,KR10103-Shinhan Checking Account,Transfer to Shinhan,"112,235",,,,,
2025-03-28,Total,Total,"112,235","112,235",0.00,0.00,0.00,0.00
2025-03-28,KR10103-Shinhan Checking Account,"Buy 신한 골드 0.77@₩	145,411.62",,"111,966",,,,
2025-03-28,KR20003-Gold,"Buy 신한 골드 0.77@₩	145,411.62","111,966",,,,,
2025-03-28,Total,Total,"111,966","111,966",0.00,0.00,0.00,0.00
2025-03-28,KR10101-Toss Checking Account,GS25,,"1,600",,,,
2025-03-28,KR60002-Food Expenses,GS25,"1,600",,,,,
2025-03-28,Total,Total,"1,600","1,600",0.00,0.00,0.00,0.00
2025-03-28,KR10101-Toss Checking Account,채크카드 복권 당첨,1,,,,,
2025-03-28,KR70006-Other Income,채크카드 복권 당첨,,1,,,,
2025-03-28,Total,Total,1,1,0.00,0.00,0.00,0.00
2025-03-28,KR10101-Toss Checking Account,Daiso,,"2,000",,,,
2025-03-28,KR60005-Personal Expenses,Daiso,"2,000",,,,,
2025-03-28,Total,Total,"2,000","2,000",0.00,0.00,0.00,0.00
2025-03-28,KR10101-Toss Checking Account,새현대약국,,"5,000",,,,
2025-03-28,KR60005-Personal Expenses,새현대약국,"5,000",,,,,
2025-03-28,Total,Total,"5,000","5,000",0.00,0.00,0.00,0.00
2025-03-28,KR30201-Friends Debt,Charity PALS,,"15,886",,,,
2025-03-28,KR70006-Other Income,Charity PALS,,114,,,,
2025-03-28,KR10000-Cash,Charity PALS,"16,000",,,,,
2025-03-28,Total,Total,"16,000","16,000",0.00,0.00,0.00,0.00
2025-03-28,KR30201-Friends Debt,Natalie PALS,,"15,886",,,,
2025-03-28,KR70006-Other Income,Natalie PALS,,14,,,,
2025-03-28,KR10000-Cash,Natalie PALS,"15,900",,,,,
2025-03-28,Total,Total,"15,900","15,900",0.00,0.00,0.00,0.00
2025-03-28,KR10101-Toss Checking Account,"Starbucks w Charity, Natalie",,"16,800",,,,
2025-03-28,KR60005-Personal Expenses,"Starbucks w Charity, Natalie","11,300",,,,,
2025-03-28,KR60002-Food Expenses,"Starbucks w Charity, Natalie","5,500",,,,,
2025-03-28,Total,Total,"16,800","16,800",0.00,0.00,0.00,0.00
2025-03-28,KR70006-Other Income,Cashback,,500,,,,
2025-03-28,KR10101-Toss Checking Account,Cashback,500,,,,,
2025-03-28,Total,Total,500,500,0.00,0.00,0.00,0.00
2025-03-28,KR10101-Toss Checking Account,Olive Young,,"14,000",,,,
2025-03-28,KR60005-Personal Expenses,Olive Young,"14,000",,,,,
2025-03-28,Total,Total,"14,000","14,000",0.00,0.00,0.00,0.00
2025-03-28,KR70006-Other Income,Cashback,,100,,,,
2025-03-28,KR10101-Toss Checking Account,Cashback,100,,,,,
2025-03-28,Total,Total,100,100,0.00,0.00,0.00,0.00
2025-03-28,KR10101-Toss Checking Account,Wi-Fi,,"39,835",,,,
2025-03-28,KR60005-Personal Expenses,Wi-Fi,"19,917",,,,,
2025-03-28,KR60001-Home Expenses,Wi-Fi,"19,918",,,,,
2025-03-28,Total,Total,"39,835","39,835",0.00,0.00,0.00,0.00
2025-03-28,KR30201-Friends Debt,교통(Met Charity + Back from ZIon),,"3,000",,,,
2025-03-28,KR60004-Transportation Expenses,교통(Met Charity + Back from ZIon),"3,000",,,,,
2025-03-28,Total,Total,,,,,,
2025-03-29,KR10214-Toss Preparation Fund Account,이자,8,,,,,
2025-03-29,KR70006-Other Income,이자,,8,,,,
2025-03-29,Total,Total,4,4,0.00,0.00,0.00,0.00
2025-03-29,KR10213-Toss Emergency Fund Account,이자,163,,,,,
2025-03-29,KR70006-Other Income,이자,,163,,,,
2025-03-29,Total,Total,163,163,0.00,0.00,0.00,0.00
2025-03-29,KR10101-Toss Checking Account,Ediya,,"3,200",,,,
2025-03-29,KR60002-Food Expenses,Ediya,"3,200",,,,,
2025-03-29,Total,Total,"3,200","3,200",0.00,0.00,0.00,0.00
2025-03-29,KR10101-Toss Checking Account,Nail,,"20,000",,,,
2025-03-29,KR60005-Personal Expenses,Nail,"20,000",,,,,
2025-03-29,Total,Total,"20,000","20,000",0.00,0.00,0.00,0.00
2025-03-29,KR10213-Toss Emergency Fund Account,Transfer to Toss,,"129,330",,,,
2025-03-29,KR10101-Toss Checking Account,Transfer to Toss,"129,330",,,,,
2025-03-29,Total,Total,"129,330","129,330",0.00,0.00,0.00,0.00
2025-03-29,KR10101-Toss Checking Account,Albina PALS,,"15,866",,,,
2025-03-29,KR10403-Friends Receivable,Albina PALS,"15,866",,,,,
2025-03-29,Total,Total,"15,866","15,866",0.00,0.00,0.00,0.00
2025-03-29,KR10101-Toss Checking Account,Sabina PALS,,"15,866",,,,
2025-03-29,KR10403-Friends Receivable,Sabina PALS,"15,866",,,,,
2025-03-29,Total,Total,"15,866","15,866",0.00,0.00,0.00,0.00
2025-03-29,KR10101-Toss Checking Account,Dilnoza PALS,,"15,866",,,,
2025-03-29,KR10403-Friends Receivable,Dilnoza PALS,"15,866",,,,,
2025-03-29,Total,Total,"15,866","15,866",0.00,0.00,0.00,0.00
2025-03-29,KR10101-Toss Checking Account,Charity PALS,,"15,866",,,,
2025-03-29,KR30201-Friends Debt,Charity PALS,"15,866",,,,,
2025-03-29,Total,Total,"15,866","15,866",0.00,0.00,0.00,0.00
2025-03-29,KR10101-Toss Checking Account,Natalie PALS,,"15,866",,,,
2025-03-29,KR30201-Friends Debt,Natalie PALS,"15,866",,,,,
2025-03-29,Total,Total,"15,866","15,866",0.00,0.00,0.00,0.00
2025-03-29,KR10101-Toss Checking Account,"Frank Burger w 천정욱, 이황희",,"8,400",,,,
2025-03-29,KR60002-Food Expenses,"Frank Burger w 천정욱, 이황희","8,400",,,,,
2025-03-29,Total,Total,"8,400","8,400",0.00,0.00,0.00,0.00
2025-03-29,KR10101-Toss Checking Account,채크카드 복권 당첨,1,,,,,
2025-03-29,KR70006-Other Income,채크카드 복권 당첨,,1,,,,
2025-03-29,Total,Total,1,1,0.00,0.00,0.00,0.00
2025-03-29,KR10101-Toss Checking Account,채크카드 복권 당첨,1,,,,,
2025-03-29,KR70006-Other Income,채크카드 복권 당첨,,1,,,,
2025-03-29,Total,Total,1,1,0.00,0.00,0.00,0.00
2025-03-29,KR10101-Toss Checking Account,채크카드 복권 당첨,1,,,,,
2025-03-29,KR70006-Other Income,채크카드 복권 당첨,,1,,,,
2025-03-29,Total,Total,1,1,0.00,0.00,0.00,0.00
2025-03-29,KR10101-Toss Checking Account,채크카드 복권 당첨,2,,,,,
2025-03-29,KR70006-Other Income,채크카드 복권 당첨,,2,,,,
2025-03-29,Total,Total,2,2,0.00,0.00,0.00,0.00
2025-03-29,KR10101-Toss Checking Account,채크카드 복권 당첨,2,,,,,
2025-03-29,KR70006-Other Income,채크카드 복권 당첨,,2,,,,
2025-03-29,Total,Total,2,2,0.00,0.00,0.00,0.00
2025-03-29,KR10101-Toss Checking Account,세탁소,,"13,000",,,,
2025-03-29,KR60005-Personal Expenses,세탁소,"13,000",,,,,
2025-03-29,Total,Total,"13,000","13,000",0.00,0.00,0.00,0.00
2025-03-30,KR10214-Toss Preparation Fund Account,이자,8,,,,,
2025-03-30,KR70006-Other Income,이자,,8,,,,
2025-03-30,Total,Total,4,4,0.00,0.00,0.00,0.00
2025-03-30,KR10213-Toss Emergency Fund Account,이자,156,,,,,
2025-03-30,KR70006-Other Income,이자,,156,,,,
2025-03-30,Total,Total,156,156,0.00,0.00,0.00,0.00
2025-03-30,KR10214-Toss Preparation Fund Account,Perfume for Rachel,,"108,000",,,,
2025-03-30,KR10101-Toss Checking Account,Perfume for Rachel,"108,000",,,,,
2025-03-30,Total,Total,"108,000","108,000",0.00,0.00,0.00,0.00
2025-03-30,KR10213-Toss Emergency Fund Account,Perfume for Me,,"108,000",,,,
2025-03-30,KR10101-Toss Checking Account,Perfume for Me,"108,000",,,,,
2025-03-30,Total,Total,"108,000","108,000",0.00,0.00,0.00,0.00
2025-03-30,KR10101-Toss Checking Account,Perfume for Me & Rachel,,"216,000",,,,
2025-03-30,KR60005-Personal Expenses,Perfume for Me & Rachel,"216,000",,,,,
2025-03-30,Total,Total,"216,000","216,000",0.00,0.00,0.00,0.00
2025-03-30,KR70006-Other Income,Cashback,,500,,,,
2025-03-30,KR10101-Toss Checking Account,Cashback,500,,,,,
2025-03-30,Total,Total,500,500,0.00,0.00,0.00,0.00
2025-03-30,KR10214-Toss Preparation Fund Account,Hand cream for 王学勤,,"50,000",,,,
2025-03-30,KR10101-Toss Checking Account,Hand cream for 王学勤,"50,000",,,,,
2025-03-30,Total,Total,"50,000","50,000",0.00,0.00,0.00,0.00
2025-03-30,KR10101-Toss Checking Account,Hand cream for 王学勤,,"34,000",,,,
2025-03-30,KR60005-Personal Expenses,Hand cream for 王学勤,"34,000",,,,,
2025-03-30,Total,Total,"34,000","34,000",0.00,0.00,0.00,0.00
2025-03-30,KR10101-Toss Checking Account,Recharge,,"16,000",,,,
2025-03-30,KR10214-Toss Preparation Fund Account,Recharge,"16,000",,,,,
2025-03-30,Total,Total,"16,000","16,000",0.00,0.00,0.00,0.00
2025-03-30,KR10502-Laundry,이불 Laundry,,"3,600",,,,
2025-03-30,KR60005-Personal Expenses,이불 Laundry,"3,600",,,,,
2025-03-30,Total,Total,"3,600","3,600",0.00,0.00,0.00,0.00
2025-03-30,KR10101-Toss Checking Account,채크카드 복권 당첨,2,,,,,
2025-03-30,KR70006-Other Income,채크카드 복권 당첨,,2,,,,
2025-03-30,Total,Total,2,2,0.00,0.00,0.00,0.00
2025-03-30,KR10101-Toss Checking Account,채크카드 복권 당첨,3,,,,,
2025-03-30,KR70006-Other Income,채크카드 복권 당첨,,3,,,,
2025-03-30,Total,Total,3,3,0.00,0.00,0.00,0.00
2025-03-30,KR10101-Toss Checking Account,PALS,,120,,,,
2025-03-30,KR60002-Food Expenses,PALS,20,,,,,
2025-03-30,KR10403-Friends Receivable,PALS,60,,,,,
2025-03-30,KR30201-Friends Debt,PALS,40,,,,,
2025-03-30,Total,Total,120,120,0.00,0.00,0.00,0.00
2025-03-30,KR30201-Friends Debt,교통(Rachel Birthday),,"3,000",,,,
2025-03-30,KR60004-Transportation Expenses,교통(Rachel Birthday),"3,000",,,,,
2025-03-30,Total,Total,,,,,,
2025-03-31,KR10214-Toss Preparation Fund Account,이자,1,,,,,
2025-03-31,KR70006-Other Income,이자,,1,,,,
2025-03-31,Total,Total,4,4,0.00,0.00,0.00,0.00
2025-03-31,KR10213-Toss Emergency Fund Account,이자,151,,,,,
2025-03-31,KR70006-Other Income,이자,,151,,,,
2025-03-31,Total,Total,151,151,0.00,0.00,0.00,0.00
2025-03-31,KR10000-Cash,"Sabina PALS, Dilnoza PALS","31,900",,,,,
2025-03-31,KR70006-Other Income,"Sabina PALS, Dilnoza PALS",,128,,,,
2025-03-31,KR10403-Friends Receivable,"Sabina PALS, Dilnoza PALS",,"31,772",,,,
2025-03-31,Total,Total,"31,900","31,900",0.00,0.00,0.00,0.00
2025-03-31,KR70006-Other Income,편드예탁금 이자,,12,,,,
2025-03-31,KR10103-Shinhan Checking Account,편드예탁금 이자,12,,,,,
2025-03-31,Total,Total,12,12,0.00,0.00,0.00,0.00
2025-04-01,KR70003-Samsung Income,4월 Samsung,,"800,000",,,,
2025-04-01,KR10401-Samsung Receivable,4월 Samsung,"800,000",,,,,
2025-04-01,Total,Total,"800,000","800,000",0.00,0.00,0.00,0.00
2025-04-01,KR10501-Phone Plan,4월 Prepaid Phone Plan,,"17,500",,,,
2025-04-01,KR60005-Personal Expenses,4월 Prepaid Phone Plan,"17,500",,,,,
2025-04-01,Total,Total,"17,500","17,500",0.00,0.00,0.00,0.00
2025-04-01,KR10214-Toss Preparation Fund Account,이자,1,,,,,
2025-04-01,KR70002-Interest Income,이자,,1,,,,
2025-04-01,Total,Total,1,1,0.00,0.00,0.00,0.00
2025-04-01,KR10103-Shinhan Checking Account,펀드예탁금이자,4,,,,,
2025-04-01,KR70002-Interest Income,펀드예탁금이자,,4,,,,
2025-04-01,Total,Total,4,4,0.00,0.00,0.00,0.00
2025-04-01,KR10213-Toss Emergency Fund Account,이자,151,,,,,
2025-04-01,KR70002-Interest Income,이자,,151,,,,
2025-04-01,Total,Total,151,151,0.00,0.00,0.00,0.00
2025-04-01,KR10101-Toss Checking Account,3월 Interest,33,,,,,
2025-04-01,KR70002-Interest Income,3월 Interest,,33,,,,
2025-04-01,Total,Total,33,33,0.00,0.00,0.00,0.00
2025-04-01,KR10000-Cash,Transfer to Toss,,"65,000",,,,
2025-04-01,KR10101-Toss Checking Account,Transfer to Toss,"65,000",,,,,
2025-04-01,Total,Total,"65,000","65,000",0.00,0.00,0.00,0.00
2025-04-01,KR10404-Pending Investments,Buy 신한미국S&P500인덱스 48680@₩	1.34,,"65,270",,,,
2025-04-01,KR20001-Funds,Buy 신한미국S&P500인덱스 48680@₩	1.34,"65,270",,,,,
2025-04-01,Total,Total,"65,270","65,270",0.00,0.00,0.00,0.00
2025-04-01,KR10101-Toss Checking Account,Withdraw,,"10,000",,,,
2025-04-01,KR10000-Cash,Withdraw,"10,000",,,,,
2025-04-01,Total,Total,"10,000","10,000",0.00,0.00,0.00,0.00
2025-04-01,KR10000-Cash,재모식당,,"5,000",,,,
2025-04-01,KR60002-Food Expenses,재모식당,"5,000",,,,,
2025-04-01,Total,Total,"5,000","5,000",0.00,0.00,0.00,0.00
2025-04-01,KR10101-Toss Checking Account,신입학국제학생 멘토링비,"150,000",,,,,
2025-04-01,KR70006-Other Income,신입학국제학생 멘토링비,,"150,000",,,,
2025-04-01,Total,Total,"150,000","150,000",0.00,0.00,0.00,0.00
