Date,Affected Accounts,Description,Debit,Credit,Debit,Credit,Debit,Credit
2025-05-07,Total,Total,"7,890","7,890",0.00,0.00,0.00,0.00
2025-05-07,KR60005-Personal Expenses,쿠팡 회원비,"7,890",,,,,
2025-05-07,KR10101-Toss Checking Account,쿠팡 회원비,,"7,890",,,,
2025-05-07,Total,Total,"7,890","7,890",0.00,0.00,0.00,0.00
2025-05-07,KR10213-Toss Emergency Fund Account,Transfer to Toss,,"18,000",,,,
2025-05-07,KR10101-Toss Checking Account,Transfer to Toss,"18,000",,,,,
2025-05-07,Total,Total,"18,000","18,000",0.00,0.00,0.00,0.00
2025-05-07,KR10101-Toss Checking Account,Transfer to Shinhan,,"18,000",,,,
2025-05-07,KR10103-Shinhan Checking Account,Transfer to Shinhan,"18,000",,,,,
2025-05-07,Total,Total,"18,000","18,000",0.00,0.00,0.00,0.00
2025-05-07,KR10103-Shinhan Checking Account,Transfer to Kakao,,"10,650",,,,
2025-05-07,KR10105-Kakao Checking Account,Transfer to Kakao,"10,650",,,,,
2025-05-07,Total,Total,"10,650","10,650",0.00,0.00,0.00,0.00
2025-05-07,KR10105-Kakao Checking Account,Dinner w Davy,,"15,200",,,,
2025-05-07,KR60002-Food Expenses,Dinner w Davy,"15,200",,,,,
2025-05-07,Total,Total,"15,200","15,200",0.00,0.00,0.00,0.00
2025-05-07,KR10213-Toss Emergency Fund Account,Transfer to Toss,,"18,000",,,,
2025-05-07,KR10101-Toss Checking Account,Transfer to Toss,"18,000",,,,,
2025-05-07,Total,Total,"18,000","18,000",0.00,0.00,0.00,0.00
2025-05-07,KR10101-Toss Checking Account,Transfer to Shinhan,,"18,000",,,,
2025-05-07,KR10103-Shinhan Checking Account,Transfer to Shinhan,"18,000",,,,,
2025-05-07,Total,Total,"18,000","18,000",0.00,0.00,0.00,0.00
2025-05-07,KR10103-Shinhan Checking Account,Dinner w Davy,,"5,500",,,,
2025-05-07,KR60002-Food Expenses,Dinner w Davy,"5,500",,,,,
2025-05-07,Total,Total,"5,500","5,500",0.00,0.00,0.00,0.00
2025-05-08,KR10213-Toss Emergency Fund Account,이자,96,,,,,
2025-05-08,KR70002-Interest Income,이자,,96,,,,
2025-05-08,Total,Total,96,96,0.00,0.00,0.00,0.00
2025-05-08,KR10213-Toss Emergency Fund Account,Transfer to Toss,,"240,000",,,,
2025-05-08,KR10101-Toss Checking Account,Transfer to Toss,"240,000",,,,,
2025-05-08,Total,Total,"240,000","240,000",0.00,0.00,0.00,0.00
2025-05-08,KR10101-Toss Checking Account,PALS 야구 경기 예매,,"120,000",,,,
2025-05-08,KR10403-Friends Receivable,PALS 야구 경기 예매,"120,000",,,,,
2025-05-08,Total,Total,"120,000","120,000",0.00,0.00,0.00,0.00
2025-05-08,KR10101-Toss Checking Account,채크카드 복권 당첨,1,,,,,
2025-05-08,KR70001-Cashback Income,채크카드 복권 당첨,,1,,,,
2025-05-08,Total,Total,1,1,0.00,0.00,0.00,0.00
2025-05-08,KR10101-Toss Checking Account,채크카드 복권 당첨,1,,,,,
2025-05-08,KR70001-Cashback Income,채크카드 복권 당첨,,1,,,,
2025-05-08,Total,Total,1,1,0.00,0.00,0.00,0.00
2025-05-08,KR10101-Toss Checking Account,PALS 야구 경기 예매,,"120,000",,,,
2025-05-08,KR10403-Friends Receivable,PALS 야구 경기 예매,"120,000",,,,,
2025-05-08,Total,Total,"120,000","120,000",0.00,0.00,0.00,0.00
2025-05-08,KR10101-Toss Checking Account,Transfer to Toss,"26,358",,,,,
2025-05-08,KR10103-Shinhan Checking Account,Transfer to Toss,,"26,358",,,,
2025-05-08,Total,Total,"26,358","26,358",0.00,0.00,0.00,0.00
2025-05-08,KR10105-Kakao Checking Account,emart24,,"3,900",,,,
2025-05-08,KR60002-Food Expenses,emart24,"3,900",,,,,
2025-05-08,Total,Total,"3,900","3,900",0.00,0.00,0.00,0.00
2025-05-08,KR10101-Toss Checking Account,Transfer to Kakao,,"10,000",,,,
2025-05-08,KR10105-Kakao Checking Account,Transfer to Kakao,"10,000",,,,,
2025-05-08,Total,Total,"10,000","10,000",0.00,0.00,0.00,0.00
2025-05-08,KR10101-Toss Checking Account,Transfer to Shinhan,,"8,800",,,,
2025-05-08,KR10103-Shinhan Checking Account,Transfer to Shinhan,"8,800",,,,,
2025-05-08,Total,Total,"8,800","8,800",0.00,0.00,0.00,0.00
2025-05-08,KR10103-Shinhan Checking Account,4월 교통비,,"6,000",,,,
2025-05-08,KR30201-Friends Debt,4월 교통비,"6,000",,,,,
2025-05-08,Total,Total,"6,000","6,000",0.00,0.00,0.00,0.00
2025-05-08,KR10103-Shinhan Checking Account,4월 교통비,,"2,800",,,,
2025-05-08,KR30201-Friends Debt,4월 교통비,"2,800",,,,,
2025-05-08,Total,Total,"2,800","2,800",0.00,0.00,0.00,0.00
2025-05-08,KR10101-Toss Checking Account,PALS 야구 경기 예매,"240,000",,,,,
2025-05-08,KR10403-Friends Receivable,PALS 야구 경기 예매,,"240,000",,,,
2025-05-08,Total,Total,"240,000","240,000",0.00,0.00,0.00,0.00
2025-05-08,KR10105-Kakao Checking Account,麻辣香锅 w Waralee,,"15,000",,,,
2025-05-08,KR60002-Food Expenses,麻辣香锅 w Waralee,"15,000",,,,,
2025-05-08,Total,Total,"15,000","15,000",0.00,0.00,0.00,0.00
2025-05-08,KR10101-Toss Checking Account,Transfer to Kakao,,"10,000",,,,
2025-05-08,KR10105-Kakao Checking Account,Transfer to Kakao,"10,000",,,,,
2025-05-08,Total,Total,"10,000","10,000",0.00,0.00,0.00,0.00
2025-05-08,KR10101-Toss Checking Account,Recharge,,"200,000",,,,
2025-05-08,KR10213-Toss Emergency Fund Account,Recharge,"200,000",,,,,
2025-05-08,Total,Total,"200,000","200,000",0.00,0.00,0.00,0.00
2025-05-09,KR10213-Toss Emergency Fund Account,이자,94,,,,,
2025-05-09,KR70002-Interest Income,이자,,94,,,,
2025-05-09,Total,Total,94,94,0.00,0.00,0.00,0.00
2025-05-09,KR10101-Toss Checking Account,Grazie,,"2,000",,,,
2025-05-09,KR60002-Food Expenses,Grazie,"2,000",,,,,
2025-05-09,Total,Total,"2,000","2,000",0.00,0.00,0.00,0.00
2025-05-09,KR10101-Toss Checking Account,카페 w 安庆轩，刘镇铭,,"21,100",,,,
2025-05-09,KR60002-Food Expenses,카페 w 安庆轩，刘镇铭,"10,550",,,,,
2025-05-09,KR60005-Personal Expenses,카페 w 安庆轩，刘镇铭,"10,550",,,,,
2025-05-09,Total,Total,"21,100","21,100",0.00,0.00,0.00,0.00
2025-05-09,KR10213-Toss Emergency Fund Account,Transfer to Toss,,"60,000",,,,
2025-05-09,KR10101-Toss Checking Account,Transfer to Toss,"60,000",,,,,
2025-05-09,Total,Total,"60,000","60,000",0.00,0.00,0.00,0.00
2025-05-09,KR30201-Friends Debt,교통(북촌마을),,"2,900",,,,
2025-05-09,KR60004-Transportation Expenses,교통(북촌마을),"2,900",,,,,
2025-05-09,Total,Total,"2,900","2,900",0.00,0.00,0.00,0.00
2025-05-09,KR10101-Toss Checking Account,炸猪排 w 安庆轩，刘镇铭,,"49,000",,,,
2025-05-09,KR60002-Food Expenses,炸猪排 w 安庆轩，刘镇铭,"17,000",,,,,
2025-05-09,KR60005-Personal Expenses,炸猪排 w 安庆轩，刘镇铭,"32,000",,,,,
2025-05-09,Total,Total,"49,000","49,000",0.00,0.00,0.00,0.00
2025-05-10,KR10213-Toss Emergency Fund Account,이자,91,,,,,
2025-05-10,KR70002-Interest Income,이자,,91,,,,
2025-05-10,Total,Total,91,91,0.00,0.00,0.00,0.00
2025-05-10,KR10213-Toss Emergency Fund Account,Transfer to Toss,,"20,000",,,,
2025-05-10,KR10101-Toss Checking Account,Transfer to Toss,"20,000",,,,,
2025-05-10,Total,Total,"20,000","20,000",0.00,0.00,0.00,0.00
2025-05-10,KR10101-Toss Checking Account,프랭크버거 w 安庆轩，刘镇铭,,"21,000",,,,
2025-05-10,KR60002-Food Expenses,프랭크버거 w 安庆轩，刘镇铭,"10,500",,,,,
2025-05-10,KR60005-Personal Expenses,프랭크버거 w 安庆轩，刘镇铭,"10,500",,,,,
2025-05-10,Total,Total,"21,000","21,000",0.00,0.00,0.00,0.00
2025-05-11,KR10213-Toss Emergency Fund Account,이자,90,,,,,
2025-05-11,KR70002-Interest Income,이자,,90,,,,
2025-05-11,Total,Total,90,90,0.00,0.00,0.00,0.00
2025-05-11,KR10101-Toss Checking Account,차백도,,"6,900",,,,
2025-05-11,KR60002-Food Expenses,차백도,"6,900",,,,,
2025-05-11,Total,Total,"6,900","6,900",0.00,0.00,0.00,0.00
2025-05-11,KR10101-Toss Checking Account,차백도,,"4,900",,,,
2025-05-11,KR60002-Food Expenses,차백도,"4,900",,,,,
2025-05-11,Total,Total,"4,900","4,900",0.00,0.00,0.00,0.00
2025-05-11,KR10213-Toss Emergency Fund Account,Transfer to Toss,,"110,000",,,,
2025-05-11,KR10101-Toss Checking Account,Transfer to Toss,"110,000",,,,,
2025-05-11,Total,Total,"110,000","110,000",0.00,0.00,0.00,0.00
2025-05-11,KR10213-Toss Emergency Fund Account,Recharge,"50,000",,,,,
2025-05-11,KR10101-Toss Checking Account,Recharge,,"50,000",,,,
2025-05-11,Total,Total,"50,000","50,000",0.00,0.00,0.00,0.00
2025-05-11,KR10213-Toss Emergency Fund Account,Transfer to Toss,,"110,000",,,,
2025-05-11,KR10101-Toss Checking Account,Transfer to Toss,"110,000",,,,,
2025-05-11,Total,Total,"110,000","110,000",0.00,0.00,0.00,0.00
2025-05-11,KR10101-Toss Checking Account,옷 + 신발,,"159,000",,,,
2025-05-11,KR60005-Personal Expenses,옷 + 신발,"159,000",,,,,
2025-05-11,Total,Total,"159,000","159,000",0.00,0.00,0.00,0.00
2025-05-11,KR10101-Toss Checking Account,기침약,,"3,000",,,,
2025-05-11,KR60003-Healthcare Expenses,기침약,"3,000",,,,,
2025-05-11,Total,Total,"3,000","3,000",0.00,0.00,0.00,0.00
2025-05-11,KR10101-Toss Checking Account,Cashback,100,,,,,
2025-05-11,KR70001-Cashback Income,Cashback,,100,,,,
2025-05-11,Total,Total,100,100,0.00,0.00,0.00,0.00
2025-05-11,KR10101-Toss Checking Account,채크카드 복권 당첨,1,,,,,
2025-05-11,KR70001-Cashback Income,채크카드 복권 당첨,,1,,,,
2025-05-11,Total,Total,1,1,0.00,0.00,0.00,0.00
2025-05-11,KR10101-Toss Checking Account,채크카드 복권 당첨,1,,,,,
2025-05-11,KR70001-Cashback Income,채크카드 복권 당첨,,1,,,,
2025-05-11,Total,Total,1,1,0.00,0.00,0.00,0.00
2025-05-11,KR10101-Toss Checking Account,채크카드 복권 당첨,1,,,,,
2025-05-11,KR70001-Cashback Income,채크카드 복권 당첨,,1,,,,
2025-05-11,Total,Total,1,1,0.00,0.00,0.00,0.00
2025-05-11,KR10101-Toss Checking Account,채크카드 복권 당첨,8,,,,,
2025-05-11,KR70001-Cashback Income,채크카드 복권 당첨,,8,,,,
2025-05-11,Total,Total,8,8,0.00,0.00,0.00,0.00
2025-05-11,KR30201-Friends Debt,교통(口袋妖怪),,"3,200",,,,
2025-05-11,KR60004-Transportation Expenses,교통(口袋妖怪),"3,200",,,,,
2025-05-11,Total,Total,"3,200","3,200",0.00,0.00,0.00,0.00
2025-05-12,KR10213-Toss Emergency Fund Account,이자,82,,,,,
2025-05-12,KR70002-Interest Income,이자,,82,,,,
2025-05-12,Total,Total,82,82,0.00,0.00,0.00,0.00
2025-05-12,KR10101-Toss Checking Account,아끼소바,,"10,000",,,,
2025-05-12,KR60002-Food Expenses,아끼소바,"10,000",,,,,
2025-05-12,Total,Total,"10,000","10,000",0.00,0.00,0.00,0.00
2025-05-12,KR10101-Toss Checking Account,PALS 야구 경기 예매 환불,"120,000",,,,,
2025-05-12,KR30201-Friends Debt,PALS 야구 경기 예매 환불,,"120,000",,,,
2025-05-12,Total,Total,"120,000","120,000",0.00,0.00,0.00,0.00
2025-05-12,KR10101-Toss Checking Account,PALS 야구 경기 예매 환불,"120,000",,,,,
2025-05-12,KR30201-Friends Debt,PALS 야구 경기 예매 환불,,"120,000",,,,
2025-05-12,Total,Total,"120,000","120,000",0.00,0.00,0.00,0.00
2025-05-12,KR10101-Toss Checking Account,채크카드 복권 당첨 취소,,1,,,,
2025-05-12,KR70001-Cashback Income,채크카드 복권 당첨 취소,1,,,,,
2025-05-12,Total,Total,1,1,0.00,0.00,0.00,0.00
2025-05-12,KR10101-Toss Checking Account,정동원,,"1,000",,,,
2025-05-12,KR60002-Food Expenses,정동원,"1,000",,,,,
2025-05-12,Total,Total,"1,000","1,000",0.00,0.00,0.00,0.00
2025-05-12,KR10101-Toss Checking Account,타코 w 安庆轩,,"29,600",,,,
2025-05-12,KR60002-Food Expenses,타코 w 安庆轩,"14,800",,,,,
2025-05-12,KR60005-Personal Expenses,타코 w 安庆轩,"14,800",,,,,
2025-05-12,Total,Total,"29,600","29,600",0.00,0.00,0.00,0.00
2025-05-12,KR10101-Toss Checking Account,4월 교통비,,"2,600",,,,
2025-05-12,KR30201-Friends Debt,4월 교통비,"2,600",,,,,
2025-05-12,Total,Total,"2,600","2,600",0.00,0.00,0.00,0.00
2025-05-12,KR30201-Friends Debt,교통(圣水，安庆轩),,"3,000",,,,
2025-05-12,KR60004-Transportation Expenses,교통(圣水，安庆轩),"3,000",,,,,
2025-05-12,Total,Total,"3,000","3,000",0.00,0.00,0.00,0.00
2025-05-12,KR10101-Toss Checking Account,미진축산 w 安庆轩,,"55,200",,,,
2025-05-12,KR60002-Food Expenses,미진축산 w 安庆轩,"27,600",,,,,
2025-05-12,KR60005-Personal Expenses,미진축산 w 安庆轩,"27,600",,,,,
2025-05-12,Total,Total,"55,200","55,200",0.00,0.00,0.00,0.00
2025-05-12,KR10101-Toss Checking Account,Electricity Bill,,"24,840",,,,
2025-05-12,KR10403-Friends Receivable,Electricity Bill,"12,420",,,,,
2025-05-12,KR60001-Home Expenses,Electricity Bill,"12,420",,,,,
2025-05-12,Total,Total,"24,840","24,840",0.00,0.00,0.00,0.00
2025-05-12,KR10101-Toss Checking Account,Gas Bill,,"125,310",,,,
2025-05-12,KR10403-Friends Receivable,Gas Bill,"62,655",,,,,
2025-05-12,KR60001-Home Expenses,Gas Bill,"62,655",,,,,
2025-05-12,Total,Total,"125,310","125,310",0.00,0.00,0.00,0.00
2025-05-13,KR10213-Toss Emergency Fund Account,이자,82,,,,,
2025-05-13,KR70002-Interest Income,이자,,82,,,,
2025-05-13,Total,Total,82,82,0.00,0.00,0.00,0.00
2025-05-13,KR10213-Toss Emergency Fund Account,Transfer to Toss,,"360,000",,,,
2025-05-13,KR10101-Toss Checking Account,Transfer to Toss,"360,000",,,,,
2025-05-13,Total,Total,"360,000","360,000",0.00,0.00,0.00,0.00
2025-05-13,KR10101-Toss Checking Account,PALS 야구 경기 예매 환불,,"240,000",,,,
2025-05-13,KR30201-Friends Debt,PALS 야구 경기 예매 환불,"240,000",,,,,
2025-05-13,Total,Total,"240,000","240,000",0.00,0.00,0.00,0.00
2025-05-13,KR10000-Cash,钱嘉男换钱,"50,000",,,,,
2025-05-13,KR30201-Friends Debt,钱嘉男换钱,,"50,000",,,,
2025-05-13,Total,Total,"50,000","50,000",0.00,0.00,0.00,0.00
2025-05-13,KR10101-Toss Checking Account,钱嘉男换钱,,"50,000",,,,
2025-05-13,KR30201-Friends Debt,钱嘉男换钱,"50,000",,,,,
2025-05-13,Total,Total,"50,000","50,000",0.00,0.00,0.00,0.00
2025-05-13,KR10101-Toss Checking Account,정혜란,,"6,000",,,,
2025-05-13,KR60002-Food Expenses,정혜란,"6,000",,,,,
2025-05-13,Total,Total,"6,000","6,000",0.00,0.00,0.00,0.00
2025-05-13,KR10101-Toss Checking Account,최운철,,"5,000",,,,
2025-05-13,KR60002-Food Expenses,최운철,"5,000",,,,,
2025-05-13,Total,Total,"5,000","5,000",0.00,0.00,0.00,0.00
2025-05-13,KR10101-Toss Checking Account,서강동문장학회,"1,500,000",,,,,
2025-05-13,KR70006-Other Income,서강동문장학회,,"1,500,000",,,,
2025-05-13,Total,Total,"1,500,000","1,500,000",0.00,0.00,0.00,0.00
2025-05-13,KR10101-Toss Checking Account,김태연,,"11,000",,,,
2025-05-13,KR60002-Food Expenses,김태연,"11,000",,,,,
2025-05-13,Total,Total,"11,000","11,000",0.00,0.00,0.00,0.00
2025-05-13,KR10101-Toss Checking Account,마스크,,"1,900",,,,
2025-05-13,KR60003-Healthcare Expenses,마스크,"1,900",,,,,
2025-05-13,Total,Total,"1,900","1,900",0.00,0.00,0.00,0.00
2025-05-13,KR30201-Friends Debt,교통(PALS 야구),,"3,200",,,,
2025-05-13,KR60004-Transportation Expenses,교통(PALS 야구),"3,200",,,,,
2025-05-13,Total,Total,"3,200","3,200",0.00,0.00,0.00,0.00
2025-05-13,CN10101-WeChat Account,钱嘉男：书包,,,,,,297.79
2025-05-13,CN60005-Personal Expenses,钱嘉男：书包,,,,,297.79,
2025-05-13,Total,Total,0,0,0.00,0.00,297.79,297.79
2025-05-13,KR10101-Toss Checking Account,여우골 초밥 w 安庆轩,,"75,000",,,,
2025-05-13,KR60002-Food Expenses,여우골 초밥 w 安庆轩,"37,500",,,,,
2025-05-13,KR60005-Personal Expenses,여우골 초밥 w 安庆轩,"37,500",,,,,
2025-05-13,Total,Total,"75,000","75,000",0.00,0.00,0.00,0.00
2025-05-14,KR10213-Toss Emergency Fund Account,이자,64,,,,,
2025-05-14,KR70002-Interest Income,이자,,64,,,,
2025-05-14,Total,Total,64,64,0.00,0.00,0.00,0.00
2025-05-14,KR10101-Toss Checking Account,서강야구복,,"40,000",,,,
2025-05-14,KR60005-Personal Expenses,서강야구복,"40,000",,,,,
2025-05-14,Total,Total,"40,000","40,000",0.00,0.00,0.00,0.00
2025-05-14,KR10101-Toss Checking Account,반지,,"20,000",,,,
2025-05-14,KR60005-Personal Expenses,반지,"20,000",,,,,
2025-05-14,Total,Total,"20,000","20,000",0.00,0.00,0.00,0.00
2025-05-14,KR10101-Toss Checking Account,Transfer to Shinhan,,"80,000",,,,
2025-05-14,KR10103-Shinhan Checking Account,Transfer to Shinhan,"80,000",,,,,
2025-05-14,Total,Total,"80,000","80,000",0.00,0.00,0.00,0.00
2025-05-14,KR10103-Shinhan Checking Account,뽁식당 w 安庆轩,,"61,000",,,,
2025-05-14,KR60002-Food Expenses,뽁식당 w 安庆轩,"30,500",,,,,
2025-05-14,KR60005-Personal Expenses,뽁식당 w 安庆轩,"30,500",,,,,
2025-05-14,Total,Total,"61,000","61,000",0.00,0.00,0.00,0.00
2025-05-14,KR10101-Toss Checking Account,에어팟 프로 2,,"331,650",,,,
2025-05-14,KR60005-Personal Expenses,에어팟 프로 2,"331,650",,,,,
2025-05-14,Total,Total,"331,650","331,650",0.00,0.00,0.00,0.00
2025-05-14,KR10101-Toss Checking Account,Cashback,500,,,,,
2025-05-14,KR70001-Cashback Income,Cashback,,500,,,,
2025-05-14,Total,Total,500,500,0.00,0.00,0.00,0.00
2025-05-14,KR10103-Shinhan Checking Account,4월 교통비,,"6,000",,,,
2025-05-14,KR30201-Friends Debt,4월 교통비,"6,000",,,,,
2025-05-14,Total,Total,"6,000","6,000",0.00,0.00,0.00,0.00
2025-05-14,KR10101-Toss Checking Account,채크카드 복권 당첨,10,,,,,
2025-05-14,KR70001-Cashback Income,채크카드 복권 당첨,,10,,,,
2025-05-14,Total,Total,10,10,0.00,0.00,0.00,0.00
2025-05-15,KR10213-Toss Emergency Fund Account,이자,64,,,,,
2025-05-15,KR70002-Interest Income,이자,,64,,,,
2025-05-15,Total,Total,64,64,0.00,0.00,0.00,0.00
2025-05-15,KR10101-Toss Checking Account,Transfer to Shinhan,,"20,000",,,,
2025-05-15,KR10103-Shinhan Checking Account,Transfer to Shinhan,"20,000",,,,,
2025-05-15,Total,Total,"20,000","20,000",0.00,0.00,0.00,0.00
2025-05-15,KR10103-Shinhan Checking Account,문서진 군바,,"30,000",,,,
2025-05-15,KR60002-Food Expenses,문서진 군바,"15,000",,,,,
2025-05-15,KR10403-Friends Receivable,문서진 군바,"15,000",,,,,
2025-05-15,Total,Total,"30,000","30,000",0.00,0.00,0.00,0.00
2025-05-15,KR10105-Kakao Checking Account,문서진 군바,"15,000",,,,,
2025-05-15,KR10403-Friends Receivable,문서진 군바,,"15,000",,,,
2025-05-15,Total,Total,"15,000","15,000",0.00,0.00,0.00,0.00
2025-05-15,KR10101-Toss Checking Account,준,,"200,000",,,,
2025-05-15,KR10403-Friends Receivable,준,"200,000",,,,,
2025-05-15,Total,Total,"200,000","200,000",0.00,0.00,0.00,0.00
2025-05-15,KR60005-Personal Expenses,"Forgiving Debts (Aery 3300, Trippy 12300)","15,600",,,,,
2025-05-15,KR10403-Friends Receivable,"Forgiving Debts (Aery 3300, Trippy 12300)",,"15,600",,,,
2025-05-15,Total,Total,"15,600","15,600",0.00,0.00,0.00,0.00
2025-05-15,KR30201-Friends Debt,Debt Audit,"22,865",,,,,
2025-05-15,KR70006-Other Income,Debt Audit,,"22,865",,,,
2025-05-15,Total,Total,"22,865","22,865",0.00,0.00,0.00,0.00
2025-05-15,KR10403-Friends Receivable,Receivables Audit,,"109,137",,,,
2025-05-15,KR60007-Other Expenses,Receivables Audit,"109,137",,,,,
2025-05-15,Total,Total,"109,137","109,137",0.00,0.00,0.00,0.00
2025-05-15,KR10101-Toss Checking Account,1월 Savings,,"10,000",,,,
2025-05-15,KR10201-Savings January,1월 Savings,"10,000",,,,,
2025-05-15,Total,Total,"10,000","10,000",0.00,0.00,0.00,0.00
2025-05-15,KR10101-Toss Checking Account,2월 Savings,,"10,000",,,,
2025-05-15,KR10202-Savings February,2월 Savings,"10,000",,,,,
2025-05-15,Total,Total,"10,000","10,000",0.00,0.00,0.00,0.00
2025-05-15,KR10101-Toss Checking Account,3월 Savings,,"10,000",,,,
2025-05-15,KR10203-Savings March,3월 Savings,"10,000",,,,,
2025-05-15,Total,Total,"10,000","10,000",0.00,0.00,0.00,0.00
2025-05-15,KR10101-Toss Checking Account,4월 Savings,,"10,000",,,,
2025-05-15,KR10204-Savings April,4월 Savings,"10,000",,,,,
2025-05-15,Total,Total,"10,000","10,000",0.00,0.00,0.00,0.00
2025-05-15,KR10000-Cash,Cash Audit,,"19,590",,,,
2025-05-15,KR60007-Other Expenses,Cash Audit,"19,590",,,,,
2025-05-15,Total,Total,"19,590","19,590",0.00,0.00,0.00,0.00
2025-05-15,KR10101-Toss Checking Account,Transfer to Shinhan,,"10,000",,,,
2025-05-15,KR10103-Shinhan Checking Account,Transfer to Shinhan,"10,000",,,,,
2025-05-15,Total,Total,"10,000","10,000",0.00,0.00,0.00,0.00
2025-05-15,KR30201-Friends Debt,교통(귀가),,"1,500",,,,
2025-05-15,KR60004-Transportation Expenses,교통(귀가),"1,500",,,,,
2025-05-15,Total,Total,"1,500","1,500",0.00,0.00,0.00,0.00
2025-05-16,KR10213-Toss Emergency Fund Account,이자,64,,,,,
2025-05-16,KR70002-Interest Income,이자,,64,,,,
2025-05-16,Total,Total,64,64,0.00,0.00,0.00,0.00
2025-05-16,KR10103-Shinhan Checking Account,emart24 Umbrella,,"6,500",,,,
2025-05-16,KR60005-Personal Expenses,emart24 Umbrella,"6,500",,,,,
2025-05-16,Total,Total,"6,500","6,500",0.00,0.00,0.00,0.00
2025-05-16,KR10101-Toss Checking Account,Transfer to Shinhan,,"8,500",,,,
2025-05-16,KR10103-Shinhan Checking Account,Transfer to Shinhan,"8,500",,,,,
2025-05-16,Total,Total,"8,500","8,500",0.00,0.00,0.00,0.00
2025-05-16,KR10103-Shinhan Checking Account,Daiso Raincoat,,"15,000",,,,
2025-05-16,KR60005-Personal Expenses,Daiso Raincoat,"15,000",,,,,
2025-05-16,Total,Total,"15,000","15,000",0.00,0.00,0.00,0.00
2025-05-16,KR10103-Shinhan Checking Account,Cashback,75,,,,,
2025-05-16,KR70001-Cashback Income,Cashback,,75,,,,
